"origin","nb_outlinks","outlinks","weights","nb_airlines"
"DOH","202","ABJ ABV ACC ADD ADL AGP AHB AKL ALA ALG ALP AMD AMM AMS ARN ATH ATL ATQ AUH AYT BAH BCN BEG BER BEY BGW BHX BJV BKK BLR BND BNE BOG BOM BOS BQT BRU BSR BUD CAI CAN CBR CCJ CCS CCU CDG CEB CGK CGP CIT CKG CMB CMN CNN COK CPH CPT CRK DAC DAM DAR DEL DFW DMM DPS DUB DUR DUS DVO DXB EBB EBL EDI ELQ ESB EVN FCO FIH FRA GOX GRU GVA GYD HAM HAN HAS HBE HEL HGH HKG HKT HND HRE HYD IAD IAH ICN IKA ISB IST ISU IXE JED JFK JIB JMK JNB JRO KAN KBL KGL KHI KIX KTI KTM KUL KWI LAD LAX LCA LGW LHE LHR LIS LOS LRR LUN LYP MAA MAD MAN MCT MED MEL MGQ MHD MIA MLA MLE MNL MPM MUC MUX MXP NAG NBO NCE NJF NQZ NRT NUM ORD OSL OTP PEN PER PEW PHC PHL PKX PRG PVG PZU RAK RSI RUH SAW SEA SEZ SFO SGN SHJ SIN SKT SLL SOF SVO SVX SYD SYZ SZX TAS TBS TFU TIF TRV TRZ TUN TUU TZX ULH VCE VIE WAW XMN YNB YUL YYZ ZAG ZNZ ZRH ZYL","1 1 1 2 1 1 1 1 2 2 2 1 2 1 1 1 1 1 2 1 2 1 1 1 2 1 1 1 1 2 1 2 1 4 1 1 1 1 1 2 2 1 2 1 1 1 1 2 2 1 1 2 2 2 3 1 1 1 3 2 1 3 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 2 1 1 1 1 2 2 1 1 3 1 1 1 1 1 1 2 2 1 1 1 3 2 3 1 1 1 1 2 2 1 1 1 1 1 2 2 1 3 1 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 3 2 1 3 1 1 3 2 1 1 1 1 2 1 2 1 2 1 1 2 2 1 3 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1","56"
"DOL","5","HER OLB PMI PMO RAK","1 1 1 1 1","3"
"DOM","13","ANU BGI EIS EWR FDF MIA PTP PUJ SJU SKB SLU STT SXM","4 5 3 1 1 1 1 1 1 2 4 1 3","8"
"DOP","1","KEP","4","4"
"DOU","1","GRU","1","1"
"DOY","21","CAN CGO CGQ CKG DLC FOC HGH HRB JUZ PEK PKX PVG SHA SHE SZX TFU TSN WNZ WUH XIY XMN","1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1","8"
"DPL","3","CEB DGT MNL","1 1 2","4"
"DPO","1","MEL","1","1"
"DPS","66","ADL AKL AMS AUH AVV BDJ BKK BLR BMU BNE BOM BPN CAN CBR CGK CJJ CNS DAD DEL DIL DMK DOH DRW DXB FRA HAN HKG HKT HLP ICN IST JED KOE KUL LBJ LOP MCY MDC MEL MNL NRT NTL OOL PER PKX PNK PUS PVG SGN SIN SOC SOQ SRG SUB SVO SWQ SYD TAS TFU TIM TMC TPE UPG WAW XMN YIA","2 1 1 1 1 1 2 1 2 3 1 1 2 1 11 1 1 1 2 2 2 1 1 1 1 1 2 1 2 2 1 1 2 5 2 2 1 2 6 2 1 1 2 5 1 1 1 2 2 7 1 1 1 5 1 1 5 2 1 2 3 3 4 1 1 2","57"
"DPT","1","YKS","1","1"
"DQA","14","CAN CSX DLC HEK HRB PEK PKX PVG SHA SYX TAO TFU XIY YNT","1 1 1 1 1 1 2 3 1 1 2 1 1 1","4"
"DQM","2","MCT MSH","1 1","1"
"DRG","4","BKC OME OTZ PHO","2 1 1 1","2"
"DRK","3","PJM SJO SYQ","2 1 1","2"
"DRO","4","DEN DFW IAH PHX","2 2 1 1","4"
"DRP","3","CEB ILO MNL","1 1 2","3"
"DRS","8","AYT BZO DUS FRA HRG MUC PMI ZRH","3 1 1 1 1 1 1 1","8"
"DRV","5","HAQ IFU LMV MLE NMF","1 2 1 2 1","2"
"DRW","33","ADL ASP BIK BME BNE BRT CAN CBR CKI CNS DIL DPS ELC GBL GOV GPN GTE GTS KNX KTR LEL MCV MEL MGT MNG OOL PER RAM SIN SNB SYD TCA TSV","2 2 1 1 3 1 1 1 1 2 3 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 4 1 2 1 3 1 1","10"
"DSE","1","ADD","1","1"
"DSI","1","DAL","1","1"
"DSM","0","","","0"
"DSN","52","AXF CAN CGO CGQ CIF CKG CSX FOC FUO HAK HET HFE HGH HKG HLD HLH HRB ICN INC JNG KCA KMG KUL KWE LHW LYG NKG PEK PKX PVG RIZ SHA SHE SJW SYX SZX TAE TAO TFU TGO TLQ TNA TSN TYN UBN VTE WUH WUX XIY XNN YNT YTY","1 1 1 2 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 2 2 1 1 1 1 2 1 1 1 1 1 1 1","15"
"DSO","1","FNJ","1","1"
"DSS","49","ABJ ADD ALG AMS BCN BGY BJL BKO BOD BRU CDG CKY CMN COO CSK DUS DXB FCO FNA IST JFK KDA KGG LFW LGW LIL LIS LPA LUX LYS MAD MRS MXP NBO NCE NIM NKC NTE OUA OXB PRG RAI SID TLS TUD TUN VRN YUL ZIG","4 1 1 1 1 1 3 4 1 3 2 4 2 1 2 1 1 2 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 2 5 1 3 1 1 1 1 1 1 2","30"
"DSY","1","KTI","2","2"
"DTB","2","BTH CGK","2 3","3"
"DTD","1","GHS","1","1"
"DTM","42","ADB AYT BEG BNX BTS BUD CLJ CRA EVN FCO GDN GHV IAS INI KTW KUT LTN LWO MXP OHD OMR ONQ OTP PMI PMO PRN RMO SAW SBZ SCV SKP SOF SZY TGD TGM TIA TSR TZL VAR VNO WAW WRO","1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1","5"
"DTU","3","HEK HRB OHE","1 1 1","1"
"DTW","133","ALB AMM AMS ANC APN ATL ATW AUS AZO BDL BGM BGR BHM BNA BOS BTV BUF BWI BZN CDG CHA CHS CIU CLE CLT CMH CUN CVG DCA DEN DFW DSM DUB ECP ELM ESC EWR FCO FLL FRA FWA GCM GDL GRB GRR GSO GSP HND HNL HPN HSV HVN IAD IAH ICN IMT IND IST JAX JFK KEF LAL LAN LAS LAX LEX LGA LHR LIR MBJ MBS MCI MCO MDT MDW MEM MEX MIA MKE MQT MSN MSP MSY MTY MUC MYR NAS OMA ORD ORF PBI PDX PHL PHX PIT PLN PLS PNS PUJ PVD PVG PVR PWM QRO RDU RIC ROC RSW SAN SAT SAV SBN SDF SEA SFO SJC SJD SJU SLC SMF SNA SRQ STL SYR TPA TVC TYS XNA YHZ YUL YVR YYC YYZ","2 1 1 2 1 3 1 1 1 1 1 1 2 2 3 1 2 3 1 2 1 2 1 1 4 1 3 1 2 4 4 1 1 1 1 1 4 1 3 2 1 1 1 1 1 1 2 1 1 1 1 1 3 5 1 1 1 1 1 3 1 1 1 3 2 1 3 1 1 1 1 1 4 1 2 2 1 4 2 1 2 2 3 1 1 2 1 1 6 2 1 1 5 4 2 1 1 1 1 1 1 1 2 1 3 2 1 2 1 1 2 1 1 2 2 1 1 1 1 1 1 1 2 2 3 2 1 1 1 2 1 1 2","21"
"DUB","204","ABZ ACE ADB AGA AGP AHO ALC AMS ARN ATH ATL AUH AYT BCM BCN BDL BDS BER BES BGI BGO BGY BHX BIO BIQ BJV BLQ BNA BOD BOJ BOS BRI BRS BRU BSL BTS BUD BVA BZG CAG CAI CCF CDG CFN CFU CGN CHQ CLE CLJ CLT CPH CRL CTA CUN CWL DBV DEN DFW DLM DOH DTW DUS DXB EDI EMA EWR EXT FAO FCO FMM FNC FNI FRA FUE GCI GDN GLA GNB GRO GVA HAM HEL HER IAD IAS IBZ IND INN INV IOM IST JFK JTR KEF KGS KIR KRK KSC KTT KTW KUN LAS LAX LBA LCJ LCY LDE LGW LHR LIN LIS LPA LPL LRH LTN LUX LUZ LYS MAD MAH MAN MCO MIA MLA MPL MRS MSP MUC MXP NAP NCE NCL NQY NTE OLB OPO ORD ORY OSL OTP OVD PEK PFO PGF PHL PIT PMI PMO POZ PRG PRO PSA PVG RAK RBA RDU REU RHO RIX RMO RMU RNS RVN RZE SAW SCQ SDR SEA SFO SKG SOF SOU SPU STN STR SVQ SZG SZZ TFS TIA TLL TLS TOS TRN TRS TUF VCE VIE VLC VNO VRN WAW WMI WRO YHZ YUL YVR YYC YYT YYZ ZAD ZAG ZRH ZTH","2 3 2 1 2 1 2 3 2 3 1 1 1 1 3 1 2 2 1 1 1 1 2 1 1 1 1 1 1 2 3 1 2 2 1 1 2 1 1 1 1 1 2 1 3 1 1 1 2 1 3 1 1 2 1 2 1 1 1 1 1 2 1 2 1 2 1 2 2 1 1 1 2 2 1 1 2 1 1 3 2 1 1 2 2 1 1 1 1 1 1 3 2 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 3 3 2 1 1 2 1 1 3 1 2 1 1 2 1 2 2 3 2 2 2 2 2 2 1 1 3 1 3 3 1 1 1 1 2 1 3 1 1 2 1 2 1 2 1 1 1 1 2 3 1 1 2 1 1 2 1 1 1 1 2 1 3 1 1 2 3 1 3 1 1 3 1 3 1 1 2 2 1 1 3 1 1 1 1 1 1 1 1 4 1 1 2 1","45"
"DUD","4","AKL CHC OOL WLG","2 1 1 1","2"
"DUJ","2","IAD PIT","1 1","1"
"DUR","14","BFN CPT DOH DXB ELS GRJ HLA HRE IST JNB MQP PLZ SHO ZSE","1 3 1 1 1 1 1 1 1 5 1 3 1 1","10"
"DUS","177","ACE ADB AGA AGP ALC AMM AMS AOE ARN ASR ATH AUH AYT BCN BDS BEG BER BEY BGI BGO BGW BGY BHX BIA BIO BJV BLQ BOJ BRI BUD BVC BZO CAG CAI CDG CFU CHQ CMN COV CPH CTA DBV DIY DJE DLM DOH DRS DSS DUB DXB EBL EDI EDO ERZ ESB EVN EZS FAO FCO FDF FLR FNC FRA FUE GDN GOA GOT GPA GRZ GVA GWT GZT HAM HEL HER HRG IAS IBZ IST ISU IVL JMK JTR KAO KEF KGS KLX KRK KRN KTT KVA KYA KZR LCA LGW LHR LIN LIS LNZ LPA LXR LYS MAD MAH MAN MBJ MIR MLA MLX MRS MUC MXP NAP NBE NCE NCL NDR NQY OGU OLB OMO ONQ OPO OSL OTP OUD PDL PMI PMO PRG PRN PRO PUY PVK RAK RHO RIX RJK RMF RMO RVN SAW SCR SID SKG SMI SOF SPC SPU SSH SUF SVQ SZF SZG TBS TFN TFS TIA TIV TLL TLV TOS TUN TZX VAR VCE VIE VLC VNO VOL VRN WAW XRY YEI ZAD ZRH ZTH","4 4 2 2 1 1 1 1 1 3 3 1 9 2 1 1 1 3 1 1 1 1 1 1 1 2 1 2 1 1 1 1 1 2 1 4 2 1 3 2 1 1 1 1 2 1 1 1 2 1 3 2 2 1 4 2 1 3 1 1 1 3 2 4 1 2 1 1 1 1 1 2 1 1 4 6 1 3 1 2 1 1 1 1 1 4 1 1 1 1 1 1 2 3 2 2 2 2 1 4 1 1 2 2 2 1 2 2 1 1 3 2 1 1 2 1 3 1 2 2 1 2 1 2 1 1 1 3 1 1 2 1 1 2 1 4 1 1 4 2 1 2 1 1 3 2 1 2 3 1 2 1 4 1 1 1 4 1 1 1 4 1 3 2 2 1 2 1 1 1 1 2 3 1 1 2 2","54"
"DUT","7","AKB ANC CDB IKO KQA SNP STG","1 1 1 1 1 1 1","2"
"DVL","1","DEN","1","1"
"DVO","17","BCD CEB CGY CRK DAD DMK DOH HKG IAO ILO MNL MPH PPS SIN TAC TAG ZAM","1 3 1 1 1 1 1 1 1 2 3 1 1 1 1 2 1","8"
"DWC","37","ADE AER AHB ALP ARN BEN BER CGN CPH DME GRV HAJ KRR KTW LED LUX MCX MLE MRV MUC OSL OTP OVB POZ PRG RIY RMO RUH SGC SRY SVX TJM TSR UFA VKO WAW ZRH","1 4 1 1 1 1 1 1 2 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1","23"
"DWD","2","JED RUH","1 1","1"
"DXB","297","ABJ ACC ADB ADD ADL AER AHB AKL AKX ALA ALG AMD AMM AMS AQI ARN ASB ASM ATH ATQ AWZ AYT BAH BBI BCN BEG BEN BER BEY BGW BGY BHX BJV BKK BLQ BLR BND BNE BOG BOM BOS BRU BSA BSL BSR BSZ BUD BUS BUZ BWA BWN CAG CAI CAN CCJ CCU CDG CEB CFU CGK CGP CHC CIT CKG CKY CMB CMN CNN COK CPH CPT CRK CTA DAC DAD DAM DAR DBB DBV DEL DFW DME DMK DMM DOH DPS DSS DUB DUR DUS DYU EAM EBB EBL EDI ELQ ESB EVN EWR EZE FCO FEG FRA GGR GIG GIZ GLA GOI GRU GRV GSM GUW GVA GYD HAK HAM HAN HAS HBE HEL HGA HGH HKG HKT HND HOF HRE HYD IAD IAH IAS ICN IFN IKA ISB IST ISU IXC IXE IXM JAI JED JFK JIB JMK JNB JRO JTR JUB KBL KBV KDU KER KGL KHI KHT KIH KIX KMG KRK KRR KTI KTM KUL KUT KWI KZN LAX LBD LCA LED LGK LGW LHE LHR LIS LJU LKO LOS LRR LUN LYP LYS MAA MAD MAN MBA MCO MCT MCX MED MEL MEX MGQ MHD MIA MJI MLA MLE MNL MRU MRV MSQ MUC MUX MXP NAP NBJ NBO NCE NCL NJF NMA NQZ NRT NUM OHS OLB ORD OSL OTP OVB PBH PEE PEK PEN PER PEW PNQ POZ PRG PSA PVG RGN RIX RMO RSI RUH SAI SAW SCO SEA SEZ SFO SGN SHE SIN SJJ SKD SKT SLL SOF SPX STN STR STV SVO SVX SYD SYZ SZG SZX TAO TAS TBS TBZ TFU TIA TIF TIV TLV TNR TPE TRV TRZ TUN TUU TZX UET UFA ULH URC UTP UWWW VCE VIE VNO VOG WAW WUH XIY YUL YYZ ZAG ZNZ ZRH ZYL","1 1 1 3 1 1 1 1 1 2 2 4 4 3 1 1 2 1 2 2 2 2 3 1 1 1 2 2 3 4 1 1 1 1 1 2 2 1 1 5 1 1 2 1 3 1 3 1 2 1 1 1 3 2 4 2 2 1 1 1 2 1 2 1 1 4 2 1 5 1 1 1 1 4 1 3 3 1 1 5 1 1 1 3 2 1 1 1 1 1 2 1 3 3 1 1 3 2 2 1 2 1 2 1 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 2 3 2 2 1 1 1 1 3 1 1 1 2 3 7 6 3 1 1 2 1 2 4 1 1 1 1 1 1 1 3 1 1 1 1 4 1 2 1 1 1 1 1 2 2 1 4 1 1 1 2 3 1 1 7 3 1 1 2 1 3 1 2 1 2 1 1 1 1 4 1 3 1 1 2 3 1 1 1 2 3 1 1 2 2 3 1 1 1 3 1 1 2 1 3 1 2 1 1 1 1 2 2 1 1 2 1 1 3 2 1 3 1 2 2 2 2 1 5 1 3 1 1 1 1 1 1 2 1 2 3 1 1 1 1 2 2 1 1 1 4 1 2 1 3 1 1 1 1 1 1 5 1 1 2 1 1 1 1 1 1 1 1 1 1 1 3 2 1 3 1 1 1 2 1 2 2 1","103"
"DXJ","11","CGO HAK HFE HUZ JJN KMG NGB PKX SHE TFU XIY","1 1 1 1 2 1 1 1 1 1 2","7"
"DXR","2","ACK MVY","1 1","1"
"DYG","27","CAN CJJ DLC DMK HAK HKG HRB ICN KMG KWE LHW LYI NKG PEK PKX PUS PVG SHE TAE TAO TFU TNA WUH XIY XMN XUZ YNT","2 3 1 1 1 1 1 3 1 1 1 1 3 1 1 1 2 2 2 1 2 1 1 2 1 1 1","20"
"DYR","10","KHV KJA KPW KVM PKC PVS PWE SVO UHML VVO","1 1 1 1 1 1 1 1 1 1","4"
"DYU","38","AER ALA BSZ DEL DME DOH DXB GYD IKA IKT ISB IST JED KIH KJA KUF KWI KZN LED MCX MHD MUC NQZ OVB PKX SAW SSH TAS TBS TJM TJU TZX UFA URC UTOD UWWW XIY ZIA","2 2 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 3 1 1 1 1 1 1 1 2 2 1","17"
"DZA","10","CDG DAR DIE HAH MJN NBO NOS ORY RUN TNR","1 1 1 1 1 1 1 1 2 1","4"
"DZH","22","CAN CGO CTU FOC HGH HSN JJN KWE LHW LJG LXA NKG PEK PVG SHE SWA SZX TFU URC WNZ WUH ZUH","2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1","11"
"DZN","5","ALA CIT KGF NQZ UKK","1 1 2 2 1","3"
"EAA","1","FAI","1","1"
"EAL","4","BII KWA MAJ RNP","1 1 1 1","1"
"EAM","4","DMM DXB JED RUH","2 1 2 3","4"
"EAR","2","DEN ORD","1 1","1"
"EAS","12","AGP BCN EDI FLR GLA LCY LPA MAD MAH PMI SVQ TFN","1 1 1 1 1 1 1 1 1 1 1 1","5"
"EAT","2","PDX SEA","1 1","1"
"EAU","3","LAS ORD RSW","1 1 1","2"
"EBA","7","ACH BRN FLR LIN PSA SIR ZRH","1 1 1 1 1 1 1","3"
"EBB","49","ABV ADD AMS BJM BOM BRU BUX CAI DAR DOH DXB FBM FIH FKI FZNI GOM HRE HSYE HUGG HUKD HUMW IST JED JNB JRO JUB KGL KHX KIS KSE KXO LGW LLW LOS LUN MBA MBQ MGQ MRE NBO PAF PZU RUA RUH SEU SHJ SRT UG-0007 ZNZ","1 1 1 1 1 1 1 1 2 1 3 1 2 1 1 1 1 1 1 2 2 1 1 1 2 5 2 2 1 3 3 1 1 1 1 1 1 1 1 5 3 1 1 1 1 1 1 1 1","25"
"EBD","1","KRT","1","1"
"EBH","3","ALG MZW ORN","1 1 1","1"
"EBJ","3","ABZ GRQ SVG","1 1 1","2"
"EBL","35","ALP AMM AMS ATH AYT BER BEY BGW BSR CAI CGN COV CPH DAM DOH DUS DXB ESB FRA GYD HAJ HAM IKA IST ISU LGW LTK MED MUC NJF NUE SAW SHJ STR VIE","1 2 1 2 1 3 2 2 1 2 2 1 2 3 1 3 3 2 3 2 2 1 1 3 1 1 1 1 2 1 1 2 1 2 1","19"
"EBO","2","EJT MAJ","1 1","1"
"EBU","1","BJA","1","1"
"ECN","10","ADB ASR AYT COV ESB GZT HTY IST SAW TZX","3 1 3 2 2 2 1 2 2 2","4"
"ECP","20","ATL AUS BNA BWI CLT CMH DAL DCA DEN DFW DTW HOU IAH IND LGA MCI MDW ORD PHL STL","1 2 1 1 2 1 1 1 3 2 1 1 1 1 1 1 1 4 1 1","7"
"EDI","165","ACE AGA AGP ALC AMS ARN ATH ATL AYT BCN BER BFS BGO BGY BHD BHX BIO BIQ BJV BLL BLQ BOD BOH BOJ BOS BRI BRS BRU BSL BTS BUD BVA BZR CDG CFU CGN CHQ CIA CMF CPH CRL CTA DBV DLM DOH DUB DUS DXB EAS EFL EGC EWR EXT FAE FAO FCO FLR FNC FRA FUE GCI GDN GNB GOT GRO GVA HEL HER HRG IAD IBZ INN IOM IST JFK JSI JTR KEF KGS KLX KOI KRK KUN LCA LCY LDY LGW LHR LIN LIS LJU LPA LSI LTN LUX LYS MAD MAH MCO MLA MRS MUC MXP NAP NBE NCE NOC NQY NRN NTE OLB OPO ORD ORK ORY OSL OTP PEK PFO PHL PIS PMI PMO POZ PRG PRO PSA PUY PVK RAK REU RHO RIX RVN RZE SAW SDR SKG SNN SOF SOU SPU SSH STN STR SVQ SYY SZG TFS TIA TLS TRN VCE VIE VLC VRN WMI WRO YHZ YUL YYC YYZ ZAD ZRH ZTH","3 2 3 3 2 2 2 1 3 3 2 2 2 1 2 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 4 1 1 1 2 4 1 2 2 3 1 2 2 1 1 1 1 1 1 1 2 1 1 2 1 3 1 1 1 1 1 2 1 2 1 1 2 3 1 1 3 1 1 2 1 1 1 2 1 1 1 1 1 1 1 2 1 3 1 1 1 1 3 1 1 2 1 2 2 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 5 1 1 3 1 1 1 1 2 1 3 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 3 1 1 1 2 3 1 1 1 1 1 1 1 2 1 2 1","38"
"EDL","4","LOK MBA NBO WIL","1 1 1 1","2"
"EDO","7","CGN DUS ESB IST MUC SAW STR","1 2 2 1 1 2 1","5"
"EDR","2","CNS KWM","1 1","1"
"EDXP","1","AGE","1","1"
"EEA","1","CGH","1","1"
"EEK","2","BET KWN","2 2","2"
"EERU","2","EPU URE","1 1","1"
"EFL","41","ACH AMS ATH BEG BGY BHX BOH BRI BRS BUD BZO CFU CWL EDI EMA FCO FRA GLA INN LBA LGW LHR LIN MAN MUC MXP NAP NCE NCL ORY OSL OTP PRG PSA PVK STN TLV TSR VIE ZRH ZTH","1 2 2 1 1 2 1 1 2 2 1 1 1 1 2 3 1 1 1 1 3 1 1 3 2 1 1 1 2 1 1 2 1 1 1 3 1 1 2 1 1","23"
"EGC","11","BHX BOH BRS EDI EMA LBA LCY LPL MAN RTM STN","1 1 1 1 1 1 1 1 1 1 2","4"
"EGE","16","ATL CLT DEN DFW EWR IAD IAH JFK LAX MIA MSP ORD PHX SAN SEA SFO","1 1 2 1 1 1 1 2 3 1 1 2 1 1 1 1","7"
"EGM","3","GZO HIR MUA","1 1 1","1"
"EGN","1","KRT","2","2"
"EGO","16","AER AYT DME EVN GOJ KGD KRR LED MRV NBE NSK SGC SIP SVO SVX VKO","2 1 2 1 1 1 1 2 1 1 1 1 2 3 1 1","12"
"EGS","1","RKV","1","1"
"EGX","3","AKN PIP UGB","1 1 1","1"
"EHU","6","JJN SZX TFU TSN XIY XMN","1 1 1 1 1 1","3"
"EIN","59","ADB AGP ALC AYT BCN BDS BEG BGY BLQ BOD BTS BUD CLJ CTA DEB FAO FCO FEZ GDN HER HRG IAS INN KGS KRK KTW LIS LPA MAD MAN MRS NDR OPO OSL OTP OUD PMI PRG PSA RAK RHO SAW SID SKP SOF SSH SVQ SZG TFS TIA TSF VAR VIE VLC VNO WAW WMI WRO ZAG","1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2 1 1 1 2 2 1 1 1 1 2 1 1 1 1","7"
"EIS","12","ANU AXA BGI DOM MIA NGD SDQ SJU SKB STT SXM VIJ","4 1 2 1 1 1 3 3 2 2 1 1","9"
"EJA","1","BOG","2","2"
"EJH","2","JED RUH","1 1","1"
"EJT","1","MAJ","1","1"
"EKO","1","SLC","1","1"
"EKS","2","KHV UUS","1 1","1"
"ELC","3","DRW GOV MNG","2 2 1","4"
"ELE","0","","","9"
"ELF","2","KRT UYL","3 1","3"
"ELG","3","ALG OGX TMR","1 1 1","1"
"ELH","7","ATL CLT FLL GHB MIA NAS RSD","1 1 1 2 1 3 1","5"
"ELI","2","GLV OME","1 1","1"
"ELM","6","DTW MYR PGD PIE SFB SRQ","1 1 1 1 1 1","2"
"ELP","18","ATL AUS BNA DAL DEN DFW HOU IAH LAS LAX LGB MCO MDW ORD PHX SAN SAT SEA","1 1 1 1 4 3 1 1 2 2 1 1 1 2 3 1 1 1","8"
"ELQ","22","AHB ATZ AUH BAH CAI DMM DOH DXB HAS HMB ISB IST JED KWI LWO MUX RUH RZV SAW SHJ SJJ TZX","1 1 1 1 6 2 1 2 1 3 1 1 3 1 2 1 1 1 1 1 1 1","16"
"ELS","4","CPT DUR HLA JNB","2 1 1 3","3"
"ELU","3","AAE ALG CDG","1 2 1","2"
"ELV","1","JNU","1","1"
"EMA","66","ACE ADB AGA AGP ALC AYT BCN BER BFS BGY BHD BJV BOJ BUD BVC CCF CDG CFU CHQ CIA DBV DLM DUB EFL EGC FAO FNC FUE GDN GRO GVA HER HRG IBZ JSI KGS KRK KTT LCA LIG LPA MAH MLA NAP NOC PFO PMI PRG PRO PUY PVK REU RHO RIX RMU SID SKG SSH TFS TRN TSF VIE VLC VRN WRO ZTH","3 1 1 3 3 2 1 2 1 1 1 1 1 2 1 1 1 3 2 1 2 2 1 2 1 3 1 2 1 2 1 2 2 2 2 2 2 1 2 1 3 3 2 2 1 2 3 2 2 1 1 2 3 1 1 1 1 2 3 1 1 1 1 1 1 2","5"
"EMD","2","BNE MCY","3 1","3"
"EME","1","BMK","1","1"
"EMK","5","AUK BET DLG KOT SXP","1 1 1 1 1","1"
"EMN","1","NKC","1","1"
"ENA","1","ANC","2","2"
"ENE","3","BMU KOE LBJ","1 1 1","1"
"ENG","1","BKS","1","1"
"ENH","30","CAN CGO DMK HAK HAN HGH HKG HYN ICN INC KHN KMG KWE LHW NGB NKG NNG PKX PVG SHA SZX TAO TFU TNA TSN WNZ WUH XIY XNN ZUH","2 1 1 1 1 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1 1","11"
"ENI","5","CEB CRK MPH TAG USU","2 2 1 1 1","2"
"ENO","1","EZE","1","1"
"ENSA","1","LYR","1","1"
"ENT","1","KWA","1","1"
"ENU","3","ABV ADD LOS","4 1 5","6"
"ENVR","1","BOO","1","1"
"ENY","21","CAN CGO CKG CSX DLC FOC HET INC KMG KWE LHW NKG PEK PVG SHE SYX SZX TFU TSN XIY XNN","1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1","8"
"EOH","27","ACD APO AXM BAQ BGA BOG BSC BUN CAQ CLO COG CPB CUC CZU IBE LPZ MMP MTR MZL NVA OCV PEI RON TLU UIB VUP VVC","1 2 1 2 2 2 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 2 2 3 1 1","3"
"EOI","2","KOI NRL","1 1","1"
"EPR","1","PER","1","1"
"EPU","2","EERU URE","1 1","1"
"EQS","2","AEP COR","1 1","1"
"ERC","3","ESB IST SAW","1 1 2","3"
"ERF","6","AYT BOJ HER HRG PMI RHO","6 1 1 2 2 1","11"
"ERH","4","CMN ORY RAK RBA","1 1 1 1","3"
"ERI","4","CLT MCO ORD TPA","1 1 2 1","3"
"ERL","5","CIF HET PKX TGO XIL","1 2 1 1 1","3"
"ERZ","7","ADB AYT DUS ESB IST SAW YEI","1 1 1 1 1 2 1","4"
"ESB","92","ADB ADF AJI ALA AMM AMS ARN AYT BAL BCN BEG BER BEY BGG BGW BJV BRU BSL BSZ BUD CAI CDG CGN CKZ COV CPH DAM DIY DLM DME DOH DUS DXB EBL ECN EDO ERC ERZ EZS FRA GNY GVA GYD GZP GZT HAJ HAM HTY IGD IKA IST JED KBL KCM KIK KRK KSY LIS MAD MED MLX MQM MSR MUC NKT NQZ NUE OGU ORY OTP RZV SAW SHJ SJJ SKP STN STR SXZ SZF TAS TBS TEQ TIA TJK TZX VAN VIE VKO WAW YEI YKO ZRH","2 1 1 2 2 2 3 2 1 1 1 3 1 1 4 2 2 1 1 1 1 1 4 1 1 2 1 1 2 1 1 4 3 4 3 1 1 1 1 3 1 1 3 1 1 1 3 1 1 5 1 3 2 1 1 1 1 1 1 3 1 1 1 2 1 2 1 1 1 2 1 2 1 1 1 2 3 1 1 2 3 1 1 1 1 1 3 1 1 1 1 1","22"
"ESC","2","DTW MSP","1 1","1"
"ESD","6","BFI BLI FRD OTS RCE YVR","1 1 1 1 1 1","2"
"ESE","2","GUB MMCD","1 1","1"
"ESL","4","AER AYT SVO SVX","1 1 1 1","2"
"ESU","13","BCN BOD BVA CRL LYS MAD MRS NRN NTE ORY RBA STN SVQ","1 1 1 1 1 1 1 1 2 1 1 1 1","5"
"ETM","3","CDG HFA TLV","1 1 3","4"
